1952
50 75
40 4
13,9,7,13,13,11,3,5,13,13,13,13,13,13,13,9,5,13,11,5,9,3,3,3,5,13,13,13,11,5,11,1,1,5,11,1,1,3,3,6,9,3,7,11,1,7,9,1,1,5
12,12,13,8,0,3,5,12,8,0,0,2,0,2,4,12,10,0,1,2,2,5,13,11,2,4,10,0,3,4,9,4,14,10,7,14,12,11,5,13,12,11,1,7,8,7,14,14,14,12
10,2,0,4,14,11,6,12,12,12,10,7,14,13,14,12,13,12,14,11,1,2,2,3,7,8,7,10,5,10,6,14,9,7,13,13,8,5,10,0,6,11,0,7,12,11,5,13,11,4
9,3,6,12,13,9,7,8,4,12,13,9,7,12,9,6,12,8,7,9,2,5,11,3,5,14,9,3,0,1,1,1,2,5,10,0,6,8,5,8,7,13,8,7,8,3,6,8,1,4
10,5,11,0,4,12,9,6,14,10,4,10,1,6,12,9,2,2,5,8,7,14,13,11,4,11,4,11,4,14,14,14,13,10,3,6,9,4,10,2,7,12,8,5,12,9,7,14,12,12
13,10,7,14,10,4,10,1,3,7,8,5,12,9,4,10,5,13,14,8,3,5,10,5,8,3,2,7,10,3,3,3,4,13,13,9,6,14,11,3,3,0,6,12,12,12,9,7,12,14
12,13,13,13,11,0,7,12,11,3,6,8,6,12,14,9,2,6,9,6,13,14,9,0,2,7,9,3,5,11,5,9,0,6,10,2,7,9,5,9,7,12,11,2,0,0,6,13,8,5
10,4,12,8,7,10,3,6,9,7,9,0,5,8,5,8,5,13,10,3,4,11,4,8,1,3,0,5,12,9,2,6,10,5,9,3,7,14,10,0,7,14,11,1,4,8,1,0,4,14
13,10,2,0,1,1,7,9,0,7,12,14,14,14,14,12,12,10,5,11,0,3,6,14,10,7,14,12,14,10,3,7,9,2,6,9,7,11,1,0,3,1,3,4,14,12,12,14,10,5
8,1,1,6,12,10,1,6,10,3,2,3,7,9,7,14,14,9,6,9,2,3,5,9,3,1,3,6,9,3,5,11,6,13,9,2,1,3,6,12,11,6,11,2,5,14,14,11,1,6
12,14,8,7,12,13,10,3,5,9,1,1,3,2,3,3,3,2,7,10,1,7,14,14,11,4,11,5,8,7,12,11,1,2,0,7,8,1,7,10,1,7,13,9,6,9,3,7,10,5
14,11,4,11,6,12,11,1,0,4,12,8,3,5,11,1,3,7,9,3,2,3,7,11,1,2,7,10,2,7,12,13,12,11,2,7,12,10,7,11,0,3,6,12,11,0,1,3,3,6
11,3,6,9,3,2,5,12,14,12,14,14,9,0,3,2,7,13,8,3,5,13,9,3,0,7,13,13,13,11,2,4,10,5,11,5,8,1,7,11,6,13,13,14,13,14,10,5,9,7
13,13,11,4,11,3,2,2,7,8,7,11,6,12,13,9,3,0,2,5,10,4,14,13,14,13,12,8,4,13,9,6,9,2,1,6,14,8,7,13,13,10,4,9,2,5,11,2,4,13
10,2,3,2,1,3,3,7,13,14,9,7,11,0,2,6,11,2,7,14,11,0,5,10,1,0,2,6,8,6,8,7,10,7,10,1,7,14,9,0,2,5,8,4,11,4,9,7,8,4
11,5,9,3,6,9,5,9,2,7,12,13,9,0,3,1,7,11,3,1,7,12,14,11,4,12,13,9,2,7,10,3,3,5,9,4,9,7,14,12,9,0,6,14,9,4,12,9,4,14
13,12,12,13,11,4,10,4,11,5,10,4,12,10,7,14,11,1,3,2,5,10,3,3,6,10,6,14,13,9,5,11,1,0,4,14,8,7,9,6,14,10,5,11,4,14,10,4,10,7
10,4,8,2,1,6,11,6,13,12,13,10,2,3,3,1,5,12,11,3,4,9,5,11,1,7,13,13,10,4,8,7,12,14,14,9,4,11,4,13,9,7,14,11,2,7,9,2,7,13
13,12,8,7,10,1,3,3,6,12,10,5,9,5,11,6,10,6,9,5,10,6,12,13,12,13,10,4,9,6,12,13,10,1,5,14,12,9,4,12,10,5,9,3,7,11,2,5,9,4
12,12,8,7,11,0,7,11,3,0,7,8,6,12,11,5,9,7,14,8,5,11,2,2,6,12,11,4,14,13,12,12,9,6,10,3,0,4,8,0,3,2,6,11,1,3,3,6,12,14
8,0,6,13,13,8,5,11,3,4,13,14,9,6,11,0,2,7,9,6,12,9,1,5,13,8,3,2,1,6,10,2,2,3,5,11,6,14,14,8,7,11,3,3,0,5,9,1,0,7
14,10,1,0,4,12,12,13,9,2,4,13,8,5,13,10,3,3,4,13,10,4,14,10,2,4,11,5,10,1,5,13,13,11,0,3,7,9,3,2,3,3,5,13,12,10,6,12,10,5
13,11,4,14,14,12,14,12,14,13,10,0,6,14,10,3,5,9,6,10,1,6,13,9,7,8,7,10,5,14,14,10,2,5,10,5,13,8,1,3,7,11,6,10,6,13,11,2,5,14
8,7,12,9,3,2,1,2,3,2,7,8,3,3,7,9,2,6,13,13,14,13,8,6,9,2,7,11,2,5,13,9,5,12,13,14,8,6,14,9,7,13,13,11,1,2,5,13,12,13
10,5,14,14,9,5,8,3,3,5,11,2,3,1,3,2,1,3,0,2,3,4,10,3,0,5,13,9,1,2,6,14,8,2,2,3,2,7,13,12,9,0,4,9,6,9,6,10,0,6
9,4,13,11,4,10,2,7,11,0,3,3,1,0,5,11,2,5,8,1,7,10,7,13,12,14,8,6,8,7,13,11,2,1,5,11,3,5,8,2,4,14,8,0,5,14,9,1,2,7
12,12,12,11,6,13,13,11,5,12,11,3,6,12,10,7,13,14,12,12,13,13,13,10,4,11,2,7,8,7,8,3,7,12,10,1,1,6,14,11,4,13,14,12,14,9,6,12,13,13
14,12,8,7,9,2,2,7,10,2,7,13,13,12,13,11,4,9,6,14,12,10,4,13,10,5,9,3,0,3,4,13,11,2,5,14,10,7,9,7,12,10,5,10,1,0,5,10,4,12
13,8,0,3,4,11,1,7,13,11,3,4,8,2,4,13,10,4,9,7,8,1,2,2,5,12,10,5,14,11,2,4,13,9,6,11,3,5,12,11,6,11,0,7,12,14,12,11,4,12
10,6,10,5,10,1,0,5,12,11,5,8,6,11,6,10,1,4,12,13,14,12,9,7,12,10,1,6,11,5,11,4,8,2,3,5,11,4,12,11,1,3,0,3,0,5,14,13,10,4
11,5,9,2,5,14,12,10,2,5,10,2,5,11,5,11,6,10,2,2,5,8,2,7,10,5,10,5,13,10,5,8,2,7,13,14,13,12,10,3,4,13,12,11,4,10,7,10,1,4
9,2,2,5,8,7,12,9,5,14,13,9,6,9,6,13,13,9,3,3,4,14,11,5,11,2,5,10,4,9,4,8,5,13,8,1,6,12,11,3,4,12,12,9,6,9,5,13,12,14
12,13,9,6,10,7,8,4,10,3,0,6,11,4,11,0,4,14,11,3,0,5,13,8,3,5,8,5,8,6,14,12,10,4,12,12,11,4,9,7,12,10,4,8,1,6,14,12,8,5
12,10,2,1,7,9,6,8,1,7,10,1,1,2,7,12,10,3,5,11,4,14,8,4,13,10,6,8,6,11,3,4,11,2,4,8,1,6,10,3,0,7,14,12,14,9,3,4,14,14
12,11,5,14,11,2,5,14,14,11,3,4,10,1,7,10,7,11,0,1,4,13,14,10,6,9,3,6,11,1,7,14,9,3,6,14,8,3,1,7,14,11,3,4,11,4,11,0,1,5
8,3,4,13,9,3,0,3,7,9,1,6,9,4,13,11,1,5,12,14,10,2,3,5,13,10,5,9,5,8,1,3,2,7,11,3,0,7,10,1,7,13,13,14,13,12,9,4,14,12
8,5,8,4,12,9,6,13,11,6,14,11,6,8,0,3,6,12,12,13,13,9,5,10,0,7,14,14,12,12,10,5,9,3,1,3,4,9,3,6,11,2,0,5,8,4,14,12,13,14
12,12,14,14,14,12,11,0,5,13,9,3,7,14,14,11,3,6,10,2,6,14,12,9,2,1,3,7,8,2,5,12,10,5,14,13,12,10,3,5,9,5,12,14,12,14,13,8,0,5
14,10,1,7,13,8,7,12,10,2,0,5,9,5,13,9,7,13,11,1,3,7,10,4,13,10,1,5,10,7,14,10,7,10,3,4,14,9,3,2,4,10,2,1,6,11,2,6,14,14
11,1,0,1,6,14,11,6,11,5,14,10,4,14,8,2,3,0,7,10,1,7,13,12,8,7,14,14,13,9,7,11,1,5,11,2,5,12,11,1,2,5,13,14,11,1,5,11,1,5
11,4,14,12,9,3,3,1,1,4,9,7,10,3,4,11,1,2,3,1,2,5,8,0,2,3,1,7,8,2,7,11,4,10,3,7,14,14,11,6,11,2,4,13,9,4,10,7,14,12
9,6,9,6,12,9,3,6,12,10,6,13,11,1,6,13,10,3,5,14,9,6,14,10,3,5,10,7,8,5,11,3,0,3,1,3,5,11,1,7,11,3,4,8,6,10,1,5,13,12
10,7,14,13,14,12,11,3,0,1,1,2,7,12,9,2,7,11,4,11,2,7,13,9,3,2,3,7,14,12,9,7,8,5,10,5,12,13,12,13,11,3,6,12,13,9,6,12,8,4
9,5,13,10,5,8,3,5,14,12,14,11,5,12,12,9,3,7,10,3,3,5,10,2,3,1,3,5,9,4,12,11,4,10,7,14,12,8,0,0,7,9,7,12,12,14,13,10,4,14
14,8,2,1,2,4,13,12,13,12,13,13,10,4,12,12,13,13,9,1,7,8,3,3,3,4,11,4,14,8,6,9,0,7,13,9,6,12,12,14,13,12,11,0,6,13,10,1,0,7
13,12,11,6,13,14,10,4,10,2,4,8,3,2,2,0,4,8,4,10,7,10,3,7,11,6,13,8,1,6,9,6,10,5,12,8,3,6,8,1,2,2,5,8,3,0,5,12,8,7
10,0,3,1,0,7,11,0,5,13,14,8,7,11,1,6,14,12,14,9,5,11,5,9,1,5,12,12,14,9,0,3,5,10,4,10,3,5,14,8,7,11,0,4,13,14,14,12,10,7
9,6,11,4,14,13,9,6,8,0,7,14,11,5,8,3,1,2,3,4,8,3,4,12,12,14,10,2,7,12,10,7,14,13,8,3,7,12,13,8,1,5,14,12,8,3,1,2,5,13
14,11,3,6,9,4,8,5,12,10,1,7,13,8,2,7,14,9,5,14,8,7,10,4,8,5,9,7,13,10,5,13,11,2,2,7,9,4,10,4,12,14,13,14,8,7,14,9,4,12
9,1,5,13,14,12,14,14,12,11,2,1,6,12,9,3,3,4,14,11,0,7,13,14,12,10,0,1,6,9,4,8,1,3,7,13,12,8,5,12,10,5,12,11,0,5,13,12,8,6
12,12,12,8,3,6,13,13,14,11,3,0,7,14,10,7,11,0,3,3,4,11,0,5,14,11,4,14,11,6,8,6,14,13,11,2,6,14,14,12,13,8,4,13,14,10,6,14,8,5
14,14,10,2,1,7,8,2,1,5,11,2,3,3,3,1,7,14,13,13,8,3,4,10,5,13,14,9,3,7,10,1,3,6,9,5,11,3,5,12,10,4,10,4,9,5,9,5,14,12
9,1,3,1,0,3,6,13,14,12,11,5,13,13,9,2,1,7,10,0,4,13,14,9,6,8,3,4,13,13,11,6,13,13,12,14,13,9,2,4,11,4,13,12,12,14,12,10,3,4
14,8,7,12,14,9,7,10,5,12,9,6,12,12,10,7,10,1,3,4,8,2,5,14,13,10,7,10,0,2,3,3,0,0,2,1,0,0,5,8,7,12,10,2,4,13,14,11,5,12
13,8,5,10,5,10,3,5,8,2,4,11,4,8,7,9,1,0,5,14,12,13,14,9,0,7,13,11,4,9,3,5,14,10,7,12,14,14,12,14,9,2,3,5,10,4,9,7,12,14
8,6,14,11,0,3,1,4,8,7,12,9,0,6,11,4,14,14,10,7,8,2,5,12,10,7,10,1,0,4,11,4,11,5,13,10,5,13,14,9,4,9,7,12,13,14,12,9,4,13
8,3,7,11,6,9,4,14,10,5,14,12,8,1,1,2,5,11,1,7,10,7,10,2,3,3,3,6,12,10,7,12,11,0,2,5,8,4,13,14,14,8,3,2,4,9,0,4,10,4
10,1,5,13,9,6,12,11,1,4,9,4,14,14,14,9,2,5,12,11,1,3,1,5,13,9,5,13,10,1,7,12,11,6,13,10,4,10,4,13,9,2,7,11,0,6,12,14,11,4
9,6,8,6,12,13,14,9,4,14,14,8,3,7,9,0,7,10,6,11,6,13,14,8,2,6,10,6,11,0,5,10,7,11,2,5,10,7,12,12,14,9,3,5,12,9,6,11,5,12
14,11,6,9,2,4,13,14,8,5,11,2,7,11,4,8,3,1,5,11,5,8,7,12,9,5,11,1,5,14,12,9,1,7,13,10,1,5,10,6,13,14,9,2,6,14,9,7,12,12
